invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I326582,C241450,Female,35,Clothing,3,900.24,Credit Card,11/09/2021,Metrocity,2700.72,2021-09,26-40
I474661,C196296,Female,41,Cosmetics,5,203.3,Cash,10/08/2021,Mall of Istanbul,1016.5,2021-08,41-60
I158486,C858536,Female,65,Food & Beverage,3,15.69,Credit Card,02/10/2023,Istinye Park,47.07,2023-10,60+
I317628,C134069,Male,33,Food & Beverage,3,15.69,Credit Card,09/11/2021,Mall of Istanbul,47.07,2021-11,26-40
I907952,C241442,Female,54,Clothing,2,600.16,Credit Card,08/07/2022,Metropol AVM,1200.32,2022-07,41-60
I246390,C163444,Female,57,Clothing,4,1200.32,Cash,06/03/2022,Metropol AVM,4801.28,2022-03,41-60
I254528,C339565,Male,58,Cosmetics,4,162.64,Cash,11/04/2021,Mall of Istanbul,650.56,2021-04,41-60
I299925,C202977,Female,32,Clothing,2,600.16,Credit Card,08/11/2021,Mall of Istanbul,1200.32,2021-11,26-40
I321373,C237063,Female,23,Food & Beverage,5,26.15,Cash,08/05/2022,Zorlu Center,130.75,2022-05,18-25
I966684,C108497,Female,49,Toys,4,143.36,Cash,10/02/2022,Mall of Istanbul,573.44,2022-02,41-60
I333100,C247547,Female,62,Clothing,5,1500.4,Credit Card,01/05/2022,Mall of Istanbul,7502,2022-05,60+
I647207,C337220,Female,28,Clothing,2,600.16,Credit Card,11/10/2022,Kanyon,1200.32,2022-10,26-40
I305024,C279747,Male,55,Clothing,4,1200.32,Credit Card,07/07/2021,Kanyon,4801.28,2021-07,41-60
I205336,C331127,Male,32,Cosmetics,1,40.66,Cash,02/01/2023,Istinye Park,40.66,2023-01,26-40
I171351,C286564,Female,68,Souvenir,1,11.73,Debit Card,02/10/2022,Kanyon,11.73,2022-10,60+
I169427,C245894,Female,53,Clothing,5,1500.4,Cash,12/03/2022,Forum Istanbul,7502,2022-03,41-60
I323785,C501563,Male,25,Toys,2,71.68,Cash,01/08/2021,Kanyon,143.36,2021-08,18-25
I257286,C152590,Female,49,Cosmetics,1,40.66,Credit Card,05/12/2021,Mall of Istanbul,40.66,2021-12,41-60
I331405,C772839,Female,26,Clothing,3,900.24,Cash,11/02/2022,Kanyon,2700.72,2022-02,26-40
I147079,C222949,Female,20,Clothing,4,1200.32,Credit Card,05/01/2022,Metropol AVM,4801.28,2022-01,18-25
I130443,C329003,Female,51,Shoes,1,600.17,Cash,06/08/2021,Istinye Park,600.17,2021-08,41-60
I643231,C330141,Male,29,Toys,4,143.36,Cash,02/03/2021,Kanyon,573.44,2021-03,26-40
I295337,C121707,Female,20,Shoes,4,2400.68,Debit Card,08/05/2022,Mall of Istanbul,9602.72,2022-05,18-25
I265980,C112452,Female,35,Books,1,15.15,Credit Card,04/01/2022,Forum Istanbul,15.15,2022-01,26-40
I293153,C269710,Female,62,Food & Beverage,2,10.46,Cash,11/10/2022,Metropol AVM,20.92,2022-10,60+
I193148,C297610,Female,32,Clothing,4,1200.32,Cash,02/11/2023,Cevahir AVM,4801.28,2023-11,26-40
I142245,C785507,Male,43,Cosmetics,3,121.98,Debit Card,12/01/2022,Zorlu Center,365.94,2022-01,41-60
I205906,C217834,Female,57,Clothing,4,1200.32,Credit Card,02/04/2021,Kanyon,4801.28,2021-04,41-60
I753100,C216369,Female,49,Food & Beverage,1,5.23,Cash,03/05/2021,Emaar Square Mall,5.23,2021-05,41-60
I610847,C322689,Female,29,Clothing,4,1200.32,Cash,02/06/2023,Metrocity,4801.28,2023-06,26-40
I198308,C611809,Female,36,Food & Beverage,5,26.15,Credit Card,10/11/2021,Metrocity,130.75,2021-11,26-40
I180570,C210236,Female,59,Shoes,5,3000.85,Cash,03/06/2021,Metrocity,15004.25,2021-06,41-60
I251024,C180586,Female,51,Food & Beverage,2,10.46,Debit Card,02/09/2021,Mall of Istanbul,20.92,2021-09,41-60
I145917,C272419,Female,62,Cosmetics,5,203.3,Credit Card,02/01/2023,Forum Istanbul,1016.5,2023-01,60+
I613381,C285587,Male,47,Clothing,1,300.08,Cash,02/08/2021,Mall of Istanbul,300.08,2021-08,41-60
I193600,C103896,Female,51,Clothing,4,1200.32,Credit Card,09/10/2021,Istinye Park,4801.28,2021-10,41-60
I260728,C181912,Female,23,Toys,5,179.2,Credit Card,04/03/2021,Kanyon,896,2021-03,18-25
I164219,C335107,Female,38,Toys,4,143.36,Cash,06/03/2021,Cevahir AVM,573.44,2021-03,26-40
I318282,C121510,Male,63,Souvenir,2,23.46,Credit Card,01/12/2021,Metrocity,46.92,2021-12,60+
I212598,C477489,Female,50,Food & Beverage,3,15.69,Cash,01/07/2021,Forum Istanbul,47.07,2021-07,41-60
I326146,C554087,Male,51,Clothing,2,600.16,Cash,07/01/2021,Metropol AVM,1200.32,2021-01,41-60
I462436,C227695,Female,20,Cosmetics,3,121.98,Cash,09/09/2021,Cevahir AVM,365.94,2021-09,18-25
I266121,C198568,Male,47,Clothing,4,1200.32,Cash,01/05/2022,Kanyon,4801.28,2022-05,41-60
I454912,C251518,Female,56,Toys,2,71.68,Credit Card,12/04/2022,Metropol AVM,143.36,2022-04,41-60
I119678,C506925,Female,41,Technology,4,4200,Cash,03/04/2021,Emaar Square Mall,16800,2021-04,41-60
I133116,C190939,Female,61,Clothing,5,1500.4,Debit Card,12/02/2021,Kanyon,7502,2021-02,60+
I333045,C235178,Male,42,Clothing,1,300.08,Credit Card,12/09/2022,Kanyon,300.08,2022-09,41-60
I713258,C219983,Male,23,Clothing,3,900.24,Cash,01/03/2021,Kanyon,2700.72,2021-03,18-25
I165583,C235482,Female,54,Clothing,1,300.08,Credit Card,02/08/2023,Metrocity,300.08,2023-08,41-60
I209258,C328444,Male,68,Cosmetics,5,203.3,Cash,07/07/2022,Metrocity,1016.5,2022-07,60+
I338366,C246641,Female,28,Shoes,5,3000.85,Debit Card,03/01/2021,Viaport Outlet,15004.25,2021-01,26-40
I860717,C259798,Female,55,Clothing,2,600.16,Debit Card,10/10/2021,Forum Istanbul,1200.32,2021-10,41-60
I295440,C215336,Female,69,Food & Beverage,2,10.46,Debit Card,04/10/2022,Mall of Istanbul,20.92,2022-10,60+
I273820,C339648,Male,30,Food & Beverage,4,20.92,Credit Card,12/02/2022,Cevahir AVM,83.68,2022-02,26-40
I183583,C201255,Male,49,Cosmetics,1,40.66,Cash,06/11/2022,Forum Istanbul,40.66,2022-11,41-60
I135098,C322924,Male,18,Clothing,5,1500.4,Cash,09/09/2022,Kanyon,7502,2022-09,18-25
I176625,C247049,Female,54,Clothing,4,1200.32,Cash,07/05/2022,Metropol AVM,4801.28,2022-05,41-60
I289516,C280253,Male,43,Clothing,5,1500.4,Credit Card,11/04/2021,Zorlu Center,7502,2021-04,41-60
I178637,C152833,Female,45,Clothing,1,300.08,Credit Card,05/04/2021,Emaar Square Mall,300.08,2021-04,41-60
I251184,C259884,Male,58,Cosmetics,5,203.3,Credit Card,12/03/2021,Metrocity,1016.5,2021-03,41-60
I929854,C114606,Female,34,Shoes,1,600.17,Debit Card,01/04/2023,Metropol AVM,600.17,2023-04,26-40
I274883,C216025,Female,67,Food & Beverage,1,5.23,Cash,03/01/2022,Viaport Outlet,5.23,2022-01,60+
I301433,C697667,Female,31,Clothing,5,1500.4,Cash,07/01/2021,Istinye Park,7502,2021-01,26-40
I716822,C146582,Male,25,Food & Beverage,5,26.15,Credit Card,06/05/2021,Mall of Istanbul,130.75,2021-05,18-25
I670822,C127819,Female,25,Food & Beverage,2,10.46,Credit Card,09/05/2022,Kanyon,20.92,2022-05,18-25
I268823,C230543,Male,30,Clothing,1,300.08,Debit Card,02/08/2023,Istinye Park,300.08,2023-08,26-40
I206246,C506887,Male,27,Food & Beverage,5,26.15,Cash,12/04/2021,Kanyon,130.75,2021-04,26-40
I213354,C157218,Female,56,Technology,5,5250,Credit Card,03/03/2021,Kanyon,26250,2021-03,41-60
I298339,C336104,Male,59,Food & Beverage,1,5.23,Debit Card,06/12/2021,Mall of Istanbul,5.23,2021-12,41-60
I280823,C807852,Female,68,Technology,3,3150,Credit Card,08/12/2022,Istinye Park,9450,2022-12,60+
I810580,C305706,Female,18,Toys,1,35.84,Debit Card,01/10/2021,Kanyon,35.84,2021-10,18-25
I297768,C310310,Male,56,Clothing,4,1200.32,Cash,11/06/2021,Istinye Park,4801.28,2021-06,41-60
I943432,C141657,Female,30,Clothing,2,600.16,Cash,07/07/2021,Mall of Istanbul,1200.32,2021-07,26-40
I204541,C354331,Male,29,Toys,4,143.36,Cash,07/05/2021,Kanyon,573.44,2021-05,26-40
I163618,C123445,Female,46,Clothing,2,600.16,Cash,08/01/2021,Emaar Square Mall,1200.32,2021-01,41-60
I561353,C152904,Female,58,Toys,3,107.52,Cash,11/10/2022,Metrocity,322.56,2022-10,41-60
I101472,C216194,Female,45,Clothing,4,1200.32,Cash,07/06/2021,Metrocity,4801.28,2021-06,41-60
I572568,C196813,Female,66,Shoes,4,2400.68,Credit Card,12/02/2022,Mall of Istanbul,9602.72,2022-02,60+
I834928,C242182,Male,56,Clothing,5,1500.4,Debit Card,08/10/2022,Emaar Square Mall,7502,2022-10,41-60
I722991,C206713,Female,19,Clothing,5,1500.4,Cash,03/12/2022,Zorlu Center,7502,2022-12,18-25
I121934,C376889,Female,22,Technology,1,1050,Cash,10/07/2022,Metrocity,1050,2022-07,18-25
I227368,C147456,Male,44,Clothing,2,600.16,Cash,08/10/2022,Mall of Istanbul,1200.32,2022-10,41-60
I236127,C634747,Female,32,Clothing,3,900.24,Cash,10/12/2021,Cevahir AVM,2700.72,2021-12,26-40
I310335,C293191,Female,54,Clothing,4,1200.32,Debit Card,03/08/2022,Metrocity,4801.28,2022-08,41-60
I925190,C248510,Male,58,Clothing,5,1500.4,Cash,02/04/2021,Metrocity,7502,2021-04,41-60
I126253,C732384,Male,24,Clothing,5,1500.4,Debit Card,02/02/2021,Metrocity,7502,2021-02,18-25
I270096,C660491,Male,66,Food & Beverage,2,10.46,Credit Card,05/03/2022,Metropol AVM,20.92,2022-03,60+
I377607,C274788,Male,69,Souvenir,5,58.65,Credit Card,01/11/2022,Metrocity,293.25,2022-11,60+
I256639,C158968,Female,47,Cosmetics,4,162.64,Credit Card,03/05/2023,Kanyon,650.56,2023-05,41-60
I322886,C289495,Male,39,Technology,3,3150,Cash,01/07/2022,Istinye Park,9450,2022-07,26-40
I326712,C226996,Male,30,Clothing,2,600.16,Cash,05/05/2021,Metropol AVM,1200.32,2021-05,26-40
I159865,C276008,Female,27,Toys,3,107.52,Credit Card,01/04/2022,Mall of Istanbul,322.56,2022-04,26-40
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,04/04/2022,Forum Istanbul,650.56,2022-04,18-25
I236668,C111026,Female,67,Food & Beverage,3,15.69,Debit Card,05/06/2021,Viaport Outlet,47.07,2021-06,60+
I249682,C183888,Female,64,Clothing,3,900.24,Cash,08/03/2022,Metropol AVM,2700.72,2022-03,60+
I140825,C144823,Female,20,Cosmetics,2,81.32,Debit Card,02/04/2023,Kanyon,162.64,2023-04,18-25
I971862,C219304,Male,45,Clothing,3,900.24,Cash,11/06/2022,Kanyon,2700.72,2022-06,41-60
I678477,C275887,Female,28,Food & Beverage,3,15.69,Credit Card,06/06/2022,Cevahir AVM,47.07,2022-06,26-40
I326054,C198086,Female,36,Books,3,45.45,Cash,09/02/2021,Metrocity,136.35,2021-02,26-40
I284282,C822515,Female,69,Clothing,2,600.16,Cash,07/10/2022,Mall of Istanbul,1200.32,2022-10,60+
I237899,C820137,Male,67,Cosmetics,4,162.64,Debit Card,05/01/2021,Zorlu Center,650.56,2021-01,60+
I411189,C743273,Male,69,Food & Beverage,3,15.69,Credit Card,02/08/2021,Metrocity,47.07,2021-08,60+
I225178,C240389,Female,20,Clothing,5,1500.4,Credit Card,02/10/2021,Kanyon,7502,2021-10,18-25
I179619,C423734,Male,47,Toys,3,107.52,Cash,10/11/2022,Metrocity,322.56,2022-11,41-60
I229909,C139077,Male,43,Clothing,5,1500.4,Cash,05/10/2022,Viaport Outlet,7502,2022-10,41-60
I472142,C842431,Male,55,Shoes,1,600.17,Cash,08/04/2021,Cevahir AVM,600.17,2021-04,41-60
I340111,C222159,Female,62,Shoes,4,2400.68,Cash,04/01/2022,Mall of Istanbul,9602.72,2022-01,60+
I244311,C204727,Female,23,Cosmetics,1,40.66,Cash,03/11/2022,Metrocity,40.66,2022-11,18-25
I208028,C325158,Female,48,Technology,5,5250,Credit Card,03/03/2022,Cevahir AVM,26250,2022-03,41-60
I278596,C290548,Male,43,Clothing,3,900.24,Cash,05/12/2021,Mall of Istanbul,2700.72,2021-12,41-60
I283099,C110711,Female,41,Food & Beverage,1,5.23,Cash,12/12/2021,Kanyon,5.23,2021-12,41-60
I148225,C120095,Female,64,Technology,4,4200,Credit Card,06/07/2021,Mall of Istanbul,16800,2021-07,60+
I265543,C116092,Female,21,Cosmetics,2,81.32,Credit Card,10/03/2022,Mall of Istanbul,162.64,2022-03,18-25
I186033,C766767,Male,67,Books,5,75.75,Cash,01/12/2023,Kanyon,378.75,2023-12,60+
I988233,C114713,Female,21,Food & Beverage,2,10.46,Cash,11/01/2021,Forum Istanbul,20.92,2021-01,18-25
I187305,C150584,Female,32,Shoes,3,1800.51,Debit Card,03/12/2022,Kanyon,5401.53,2022-12,26-40
I193430,C275695,Female,55,Clothing,4,1200.32,Credit Card,05/12/2021,Metrocity,4801.28,2021-12,41-60
I109018,C328169,Female,39,Toys,3,107.52,Credit Card,07/09/2021,Metropol AVM,322.56,2021-09,26-40
I205315,C430942,Female,39,Cosmetics,5,203.3,Cash,06/03/2022,Zorlu Center,1016.5,2022-03,26-40
I160370,C102275,Male,41,Clothing,1,300.08,Credit Card,02/07/2022,Metrocity,300.08,2022-07,41-60
I526871,C841591,Female,26,Food & Beverage,2,10.46,Credit Card,04/12/2021,Metropol AVM,20.92,2021-12,26-40
I275001,C162681,Male,51,Toys,4,143.36,Debit Card,05/04/2022,Cevahir AVM,573.44,2022-04,41-60
I129187,C716629,Male,49,Cosmetics,2,81.32,Cash,08/06/2022,Forum Istanbul,162.64,2022-06,41-60
I292336,C512978,Male,45,Clothing,4,1200.32,Cash,05/09/2022,Forum Istanbul,4801.28,2022-09,41-60
I240283,C812425,Female,53,Shoes,4,2400.68,Cash,01/10/2023,Metropol AVM,9602.72,2023-10,41-60
I110467,C155221,Male,40,Clothing,1,300.08,Cash,10/08/2022,Mall of Istanbul,300.08,2022-08,26-40
I203525,C335061,Female,37,Clothing,1,300.08,Cash,09/08/2022,Metropol AVM,300.08,2022-08,26-40
I186437,C283983,Female,56,Technology,5,5250,Debit Card,12/05/2022,Kanyon,26250,2022-05,41-60
I329288,C327823,Female,56,Food & Beverage,3,15.69,Credit Card,05/12/2022,Mall of Istanbul,47.07,2022-12,41-60
I140666,C494615,Male,33,Food & Beverage,3,15.69,Cash,08/02/2021,Metrocity,47.07,2021-02,26-40
I289097,C319806,Female,55,Cosmetics,5,203.3,Cash,05/06/2021,Mall of Istanbul,1016.5,2021-06,41-60
I173201,C219548,Female,24,Food & Beverage,4,20.92,Credit Card,10/03/2022,Emaar Square Mall,83.68,2022-03,18-25
I935474,C224881,Female,68,Cosmetics,2,81.32,Debit Card,09/03/2022,Metropol AVM,162.64,2022-03,60+
I335039,C209245,Male,36,Souvenir,1,11.73,Cash,05/09/2022,Istinye Park,11.73,2022-09,26-40
I300065,C207573,Male,22,Technology,4,4200,Cash,03/12/2022,Viaport Outlet,16800,2022-12,18-25
I200005,C120804,Female,58,Food & Beverage,1,5.23,Debit Card,03/09/2021,Kanyon,5.23,2021-09,41-60
I246910,C156004,Male,32,Books,2,30.3,Cash,02/12/2022,Istinye Park,60.6,2022-12,26-40
I274783,C596756,Female,36,Clothing,1,300.08,Credit Card,03/07/2022,Metrocity,300.08,2022-07,26-40
I258186,C251433,Female,56,Toys,4,143.36,Debit Card,02/05/2021,Metrocity,573.44,2021-05,41-60
I149861,C288298,Female,41,Clothing,4,1200.32,Credit Card,12/05/2022,Kanyon,4801.28,2022-05,41-60
I283199,C270726,Female,37,Clothing,5,1500.4,Credit Card,10/04/2021,Mall of Istanbul,7502,2021-04,26-40
I255066,C829423,Female,25,Shoes,2,1200.34,Cash,06/07/2022,Kanyon,2400.68,2022-07,18-25
I110699,C111251,Female,50,Clothing,4,1200.32,Cash,11/07/2022,Istinye Park,4801.28,2022-07,41-60
I172592,C269506,Male,66,Shoes,3,1800.51,Cash,07/05/2021,Zorlu Center,5401.53,2021-05,60+
I255738,C108367,Male,52,Food & Beverage,3,15.69,Debit Card,04/12/2022,Kanyon,47.07,2022-12,41-60
I701994,C289614,Male,31,Food & Beverage,1,5.23,Cash,02/09/2023,Forum Istanbul,5.23,2023-09,26-40
I198312,C271450,Female,42,Clothing,3,900.24,Cash,03/07/2022,Kanyon,2700.72,2022-07,41-60
I631073,C132270,Female,39,Shoes,5,3000.85,Debit Card,04/10/2021,Emaar Square Mall,15004.25,2021-10,26-40
I304483,C193793,Male,23,Toys,5,179.2,Cash,03/05/2022,Viaport Outlet,896,2022-05,18-25
I224918,C275631,Female,42,Food & Beverage,5,26.15,Credit Card,11/01/2022,Kanyon,130.75,2022-01,41-60
I225893,C245407,Male,53,Souvenir,4,46.92,Credit Card,04/10/2021,Emaar Square Mall,187.68,2021-10,41-60
I773945,C677850,Female,55,Cosmetics,4,162.64,Cash,12/12/2022,Metropol AVM,650.56,2022-12,41-60
I488800,C263908,Female,54,Food & Beverage,2,10.46,Credit Card,10/11/2021,Istinye Park,20.92,2021-11,41-60
I614933,C290106,Female,61,Clothing,1,300.08,Cash,05/05/2021,Cevahir AVM,300.08,2021-05,60+
I235877,C272155,Female,68,Toys,5,179.2,Debit Card,03/06/2021,Mall of Istanbul,896,2021-06,60+
I323413,C266213,Male,34,Clothing,1,300.08,Debit Card,01/09/2022,Kanyon,300.08,2022-09,26-40
I404845,C622685,Female,34,Books,1,15.15,Credit Card,04/09/2021,Forum Istanbul,15.15,2021-09,26-40
I175688,C259229,Female,30,Cosmetics,5,203.3,Debit Card,09/10/2022,Kanyon,1016.5,2022-10,26-40
I165932,C237757,Male,44,Cosmetics,3,121.98,Credit Card,03/04/2023,Cevahir AVM,365.94,2023-04,41-60
I177444,C179915,Male,40,Clothing,3,900.24,Debit Card,01/09/2023,Emaar Square Mall,2700.72,2023-09,26-40
I103907,C280853,Male,56,Clothing,4,1200.32,Cash,10/04/2022,Forum Istanbul,4801.28,2022-04,41-60
I109766,C106066,Female,57,Food & Beverage,5,26.15,Cash,11/06/2022,Metrocity,130.75,2022-06,41-60
I195981,C257683,Female,38,Shoes,1,600.17,Credit Card,08/06/2021,Kanyon,600.17,2021-06,26-40
I300522,C323469,Female,32,Cosmetics,5,203.3,Credit Card,02/05/2022,Mall of Istanbul,1016.5,2022-05,26-40
I335770,C336888,Male,57,Cosmetics,1,40.66,Debit Card,10/08/2022,Forum Istanbul,40.66,2022-08,41-60
I226742,C724391,Female,56,Clothing,3,900.24,Cash,03/12/2021,Viaport Outlet,2700.72,2021-12,41-60
I270709,C632826,Male,41,Clothing,2,600.16,Credit Card,10/01/2021,Istinye Park,1200.32,2021-01,41-60
I320883,C282894,Female,32,Technology,4,4200,Credit Card,08/08/2021,Mall of Istanbul,16800,2021-08,26-40
I306290,C125304,Male,59,Clothing,2,600.16,Cash,02/02/2022,Mall of Istanbul,1200.32,2022-02,41-60
I440435,C496516,Female,50,Food & Beverage,5,26.15,Cash,09/02/2021,Metrocity,130.75,2021-02,41-60
I321342,C831048,Male,23,Clothing,1,300.08,Credit Card,03/02/2022,Kanyon,300.08,2022-02,18-25
I273975,C208819,Male,50,Cosmetics,5,203.3,Credit Card,03/01/2021,Emaar Square Mall,1016.5,2021-01,41-60
I117673,C191057,Male,37,Food & Beverage,4,20.92,Debit Card,03/08/2022,Istinye Park,83.68,2022-08,26-40
I234239,C236711,Female,22,Shoes,5,3000.85,Cash,06/03/2022,Kanyon,15004.25,2022-03,18-25
I831550,C194063,Female,52,Clothing,4,1200.32,Cash,05/04/2021,Istinye Park,4801.28,2021-04,41-60
I898132,C210393,Male,30,Clothing,2,600.16,Cash,11/12/2021,Mall of Istanbul,1200.32,2021-12,26-40
I144412,C261316,Male,32,Cosmetics,1,40.66,Cash,03/07/2023,Metrocity,40.66,2023-07,26-40
I264104,C177823,Female,46,Shoes,4,2400.68,Cash,04/04/2022,Istinye Park,9602.72,2022-04,41-60
I257579,C149849,Female,25,Clothing,1,300.08,Cash,09/08/2021,Istinye Park,300.08,2021-08,18-25
I854848,C278752,Female,57,Technology,3,3150,Debit Card,05/06/2021,Cevahir AVM,9450,2021-06,41-60
I328733,C158114,Female,43,Clothing,3,900.24,Cash,08/07/2021,Mall of Istanbul,2700.72,2021-07,41-60
I127144,C195508,Male,18,Souvenir,1,11.73,Debit Card,11/03/2022,Mall of Istanbul,11.73,2022-03,18-25
I994913,C809683,Female,25,Cosmetics,1,40.66,Credit Card,03/07/2022,Kanyon,40.66,2022-07,18-25
I634948,C228735,Female,50,Food & Beverage,3,15.69,Cash,09/03/2022,Metrocity,47.07,2022-03,41-60
I269024,C278483,Male,49,Clothing,1,300.08,Debit Card,08/12/2022,Kanyon,300.08,2022-12,41-60
I203099,C266175,Female,53,Clothing,1,300.08,Credit Card,12/01/2021,Zorlu Center,300.08,2021-01,41-60
I340002,C331539,Female,61,Cosmetics,2,81.32,Cash,12/12/2022,Forum Istanbul,162.64,2022-12,60+
I282711,C168973,Male,68,Toys,3,107.52,Cash,06/07/2022,Kanyon,322.56,2022-07,60+
I122393,C134708,Female,67,Cosmetics,1,40.66,Cash,06/07/2022,Mall of Istanbul,40.66,2022-07,60+
I581146,C333988,Female,56,Clothing,5,1500.4,Cash,12/11/2022,Viaport Outlet,7502,2022-11,41-60
I151425,C110568,Male,26,Clothing,5,1500.4,Credit Card,05/12/2022,Emaar Square Mall,7502,2022-12,26-40
I752293,C211763,Male,63,Clothing,4,1200.32,Cash,03/02/2023,Zorlu Center,4801.28,2023-02,60+
I106866,C246898,Female,51,Toys,4,143.36,Credit Card,01/10/2022,Zorlu Center,573.44,2022-10,41-60
I286110,C281244,Male,60,Clothing,4,1200.32,Credit Card,12/11/2022,Metropol AVM,4801.28,2022-11,41-60
I214882,C582997,Male,34,Souvenir,2,23.46,Credit Card,08/07/2022,Kanyon,46.92,2022-07,26-40
I531648,C156880,Male,23,Clothing,3,900.24,Cash,10/08/2022,Mall of Istanbul,2700.72,2022-08,18-25
I894668,C253252,Male,52,Technology,1,1050,Credit Card,09/12/2022,Metrocity,1050,2022-12,41-60
I247751,C897202,Female,21,Clothing,3,900.24,Debit Card,11/04/2021,Emaar Square Mall,2700.72,2021-04,18-25
I238537,C618494,Male,42,Clothing,1,300.08,Cash,05/05/2021,Forum Istanbul,300.08,2021-05,41-60
I329721,C242798,Female,32,Technology,4,4200,Credit Card,09/01/2022,Kanyon,16800,2022-01,26-40
I145120,C293612,Female,60,Clothing,4,1200.32,Debit Card,02/04/2023,Metrocity,4801.28,2023-04,41-60
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,12/02/2022,Viaport Outlet,2400.68,2022-02,18-25
I292866,C152959,Female,44,Clothing,2,600.16,Cash,08/06/2021,Viaport Outlet,1200.32,2021-06,41-60
I244481,C104690,Female,32,Clothing,3,900.24,Debit Card,03/12/2022,Kanyon,2700.72,2022-12,26-40
I304606,C316806,Male,64,Clothing,4,1200.32,Cash,03/07/2023,Metrocity,4801.28,2023-07,60+
I287543,C272133,Female,69,Clothing,5,1500.4,Cash,04/06/2021,Forum Istanbul,7502,2021-06,60+
I181621,C112446,Male,30,Books,3,45.45,Debit Card,03/03/2022,Cevahir AVM,136.35,2022-03,26-40
I282516,C666466,Female,66,Books,3,45.45,Cash,08/10/2022,Viaport Outlet,136.35,2022-10,60+
I139323,C171015,Female,48,Cosmetics,1,40.66,Cash,09/03/2022,Metrocity,40.66,2022-03,41-60
I339366,C480735,Male,52,Clothing,5,1500.4,Cash,06/08/2021,Forum Istanbul,7502,2021-08,41-60
I322245,C306346,Female,48,Toys,4,143.36,Cash,06/05/2021,Cevahir AVM,573.44,2021-05,41-60
I317066,C127551,Male,50,Clothing,1,300.08,Credit Card,01/04/2022,Metropol AVM,300.08,2022-04,41-60
I907323,C794449,Male,28,Cosmetics,3,121.98,Cash,09/06/2021,Metropol AVM,365.94,2021-06,26-40
I174237,C289650,Female,36,Cosmetics,1,40.66,Debit Card,02/12/2023,Emaar Square Mall,40.66,2023-12,26-40
I231403,C230619,Male,64,Cosmetics,5,203.3,Cash,02/06/2023,Mall of Istanbul,1016.5,2023-06,60+
I115471,C832397,Female,54,Clothing,5,1500.4,Credit Card,11/06/2021,Metropol AVM,7502,2021-06,41-60
I317840,C296318,Male,49,Clothing,2,600.16,Cash,02/10/2023,Kanyon,1200.32,2023-10,41-60
I858783,C307870,Female,65,Shoes,3,1800.51,Credit Card,02/02/2022,Kanyon,5401.53,2022-02,60+
I115242,C264585,Male,52,Clothing,4,1200.32,Debit Card,11/01/2022,Istinye Park,4801.28,2022-01,41-60
I761759,C145059,Male,32,Toys,2,71.68,Credit Card,09/06/2021,Mall of Istanbul,143.36,2021-06,26-40
I278595,C158616,Male,40,Food & Beverage,3,15.69,Credit Card,06/09/2021,Emaar Square Mall,47.07,2021-09,26-40
I230790,C955218,Female,53,Clothing,3,900.24,Debit Card,02/06/2022,Kanyon,2700.72,2022-06,41-60
I168925,C136395,Female,59,Technology,3,3150,Debit Card,05/01/2022,Metrocity,9450,2022-01,41-60
